Stabilizing video number: 0 with name: Crowd/0.avi
Exaggerated transform parameters in frame 57, X: 47, Y: -1, S: 1, R: 3.1e-10
Exaggerated transform parameters in frame 316, X: 53, Y: 32, S: 1, R: -0.024
Exaggerated transform parameters in frame 317, X: 53, Y: 32, S: 1, R: -0.04
Exaggerated transform parameters in frame 318, X: 51, Y: 33, S: 1, R: -0.057
Exaggerated transform parameters in frame 319, X: 53, Y: 33, S: 1, R: -0.063
Exaggerated transform parameters in frame 320, X: 53, Y: 31, S: 1, R: -0.056
Exaggerated transform parameters in frame 321, X: 53, Y: 30, S: 1, R: -0.053
Exaggerated transform parameters in frame 322, X: 49, Y: 29, S: 1, R: -0.055
Exaggerated transform parameters in frame 323, X: 54, Y: 27, S: 1, R: -0.049
Exaggerated transform parameters in frame 324, X: 54, Y: 24, S: 1, R: -0.046
Exaggerated transform parameters in frame 325, X: 53, Y: 16, S: 1, R: -0.035
Exaggerated transform parameters in frame 326, X: 58, Y: 9.9, S: 1, R: -0.024
Exaggerated transform parameters in frame 327, X: 61, Y: 1.1, S: 1, R: -0.00067
Exaggerated transform parameters in frame 328, X: 60, Y: -1, S: 1, R: 0.0082
Exaggerated transform parameters in frame 329, X: 58, Y: 0.036, S: 1, R: 0.014
Exaggerated transform parameters in frame 330, X: 63, Y: -0.094, S: 0.99, R: 0.038
Exaggerated transform parameters in frame 331, X: 62, Y: -1.6, S: 0.98, R: 0.069
Exaggerated transform parameters in frame 332, X: 59, Y: -3.3, S: 0.97, R: 0.077
Exaggerated transform parameters in frame 333, X: 56, Y: 0.46, S: 0.95, R: 0.054
Exaggerated transform parameters in frame 334, X: 50, Y: 0.052, S: 0.95, R: 0.051
Exaggerated transform parameters in frame 335, X: 46, Y: 3.2, S: 0.95, R: 0.032
Exaggerated transform parameters in frame 336, X: 46, Y: 11, S: 0.95, R: 0.0017
Exaggerated transform parameters in frame 337, X: 47, Y: 23, S: 0.95, R: -0.037
Exaggerated transform parameters in frame 338, X: 50, Y: 34, S: 0.94, R: -0.071
Exaggerated transform parameters in frame 339, X: 54, Y: 37, S: 0.93, R: -0.072
Exaggerated transform parameters in frame 340, X: 56, Y: 34, S: 0.93, R: -0.066
Exaggerated transform parameters in frame 341, X: 59, Y: 30, S: 0.92, R: -0.052
Exaggerated transform parameters in frame 342, X: 60, Y: 21, S: 0.93, R: -0.037
Exaggerated transform parameters in frame 343, X: 61, Y: 17, S: 0.93, R: -0.029
Exaggerated transform parameters in frame 344, X: 60, Y: 9.8, S: 0.93, R: -0.015
Exaggerated transform parameters in frame 345, X: 58, Y: 5.3, S: 0.93, R: -0.0039
Exaggerated transform parameters in frame 346, X: 55, Y: 0.52, S: 0.94, R: 0.011
Exaggerated transform parameters in frame 347, X: 50, Y: -3.2, S: 0.94, R: 0.024
Exaggerated transform parameters in frame 348, X: 45, Y: -5.6, S: 0.94, R: 0.031
Exaggerated transform parameters in frame 357, X: 5, Y: -30, S: 1, R: 0.039
Exaggerated transform parameters in frame 358, X: 0.2, Y: -34, S: 1, R: 0.052
Exaggerated transform parameters in frame 359, X: -6.4, Y: -28, S: 1, R: 0.057
Exaggerated transform parameters in frame 360, X: -15, Y: -23, S: 1, R: 0.053
Exaggerated transform parameters in frame 361, X: -24, Y: -17, S: 1, R: 0.052
Exaggerated transform parameters in frame 363, X: -47, Y: -14, S: 1, R: 0.049
Exaggerated transform parameters in frame 364, X: -54, Y: -20, S: 1, R: 0.054
Exaggerated transform parameters in frame 365, X: -52, Y: -25, S: 1, R: 0.058
Exaggerated transform parameters in frame 366, X: -49, Y: -27, S: 1, R: 0.054
Exaggerated transform parameters in frame 367, X: -47, Y: -24, S: 1, R: 0.047
Exaggerated transform parameters in frame 368, X: -47, Y: -19, S: 1, R: 0.033
Exaggerated transform parameters in frame 374, X: -48, Y: 4, S: 1, R: -6.1e-08
Exaggerated transform parameters in frame 375, X: -47, Y: 3, S: 1, R: -3.1e-08
Exaggerated transform parameters in frame 376, X: -48, Y: 1, S: 1, R: 2e-09
Exaggerated transform parameters in frame 377, X: -48, Y: -1, S: 1, R: -2e-09
Measurement of stabilizing video number: 8 with name: QuickRotation/8.avi
Cropping ratio: 0.91
Distortion value: 0.91
Stability score: 0.75
X translation stability score: 0.75
Y translation stability score: 0.97
Rotation stability score: 0.97
Stabilizing video number: 9 with name: QuickRotation/9.avi
Exaggerated transform parameters in frame 20, X: -49, Y: -14, S: 1, R: -3.7e-07
Exaggerated transform parameters in frame 21, X: -50, Y: -15, S: 1, R: -2.6e-07
Exaggerated transform parameters in frame 22, X: -46, Y: -14, S: 1, R: -1.4e-07
Exaggerated transform parameters in frame 53, X: -47, Y: 6, S: 1, R: 5.1e-07
Exaggerated transform parameters in frame 54, X: -49, Y: 6, S: 1, R: 2e-07
Exaggerated transform parameters in frame 55, X: -48, Y: 6, S: 1, R: 3.9e-07
Exaggerated transform parameters in frame 56, X: -47, Y: 7, S: 1, R: 2.2e-07
Exaggerated transform parameters in frame 57, X: -46, Y: 7, S: 1, R: -1.7e-07
Exaggerated transform parameters in frame 58, X: -45, Y: 6, S: 1, R: -3.2e-08
Exaggerated transform parameters in frame 59, X: -45, Y: 5, S: 1, R: 8.9e-08
problem with finding enough keypoint features in frame 73
problem with finding enough keypoint features in frame 74
problem with finding enough keypoint features in frame 75
problem with finding enough keypoint features in frame 76
problem with finding enough keypoint features in frame 77
problem with finding enough keypoint features in frame 78
problem with finding enough keypoint features in frame 79
problem with finding enough keypoint features in frame 80
problem with finding enough keypoint features in frame 81
problem with finding enough keypoint features in frame 82
problem with finding enough keypoint features in frame 83
problem with finding enough keypoint features in frame 84
problem with finding enough keypoint features in frame 85
problem with finding enough keypoint features in frame 86
problem with finding enough keypoint features in frame 87
Exaggerated transform parameters in frame 88, X: 46, Y: -4, S: 1, R: -6e-08
Erroneous transform parameters in frame 89, X: 84, Y: -5, S: 1, R: -8.2e-08
Erroneous transform parameters in frame 90, X: 82, Y: -4.1, S: 1, R: -0.001
Erroneous transform parameters in frame 91, X: 79, Y: -2.6, S: 0.99, R: 0.0028
Erroneous transform parameters in frame 92, X: 73, Y: -2.5, S: 1, R: 0.00038
Exaggerated transform parameters in frame 93, X: 62, Y: 0.18, S: 1, R: -0.0067
Erroneous transform parameters in frame 94, X: 73, Y: 1, S: 1, R: -1.2e-09
Exaggerated transform parameters in frame 95, X: 70, Y: 1.9, S: 1, R: -0.0011
Exaggerated transform parameters in frame 96, X: 66, Y: 3, S: 1, R: -9.7e-09
Exaggerated transform parameters in frame 97, X: 66, Y: 5, S: 1, R: -3.1e-08
Exaggerated transform parameters in frame 98, X: 65, Y: 7, S: 1, R: 6.3e-08
Exaggerated transform parameters in frame 99, X: 64, Y: 8, S: 1, R: 4e-07
Exaggerated transform parameters in frame 100, X: 63, Y: 9, S: 1, R: -9.5e-07
Exaggerated transform parameters in frame 101, X: 62, Y: 10, S: 1, R: 8.2e-07
Exaggerated transform parameters in frame 102, X: 61, Y: 10, S: 1, R: 1.5e-07
Exaggerated transform parameters in frame 103, X: 58, Y: 9, S: 1, R: -1.1e-07
Exaggerated transform parameters in frame 104, X: 56, Y: 8, S: 1, R: -1.8e-07
Exaggerated transform parameters in frame 105, X: 53, Y: 6, S: 1, R: 1.7e-07
Exaggerated transform parameters in frame 106, X: 51, Y: 3, S: 1, R: -1e-08
Exaggerated transform parameters in frame 107, X: 48, Y: 0.061, S: 1, R: 0.00016
Exaggerated transform parameters in frame 108, X: 45, Y: -2, S: 1, R: 2.3e-09
Exaggerated transform parameters in frame 129, X: -49, Y: -20, S: 1, R: 0.006
Exaggerated transform parameters in frame 130, X: -46, Y: -17, S: 1, R: 5.4e-07
Exaggerated transform parameters in frame 131, X: -46, Y: -18, S: 1, R: -6.8e-07
Exaggerated transform parameters in frame 132, X: -45, Y: -19, S: 1, R: -7.9e-08
Exaggerated transform parameters in frame 138, X: -46, Y: -22, S: 1, R: -4e-07
Exaggerated transform parameters in frame 139, X: -46, Y: -21, S: 1, R: 7.7e-07
Exaggerated transform parameters in frame 140, X: -45, Y: -19, S: 1, R: -7.9e-08
Exaggerated transform parameters in frame 153, X: -46, Y: 1, S: 1, R: 6.1e-09
Exaggerated transform parameters in frame 154, X: -47, Y: 6, S: 1, R: 5.1e-07
Exaggerated transform parameters in frame 155, X: -47, Y: 10, S: 1, R: -3.5e-07
Exaggerated transform parameters in frame 156, X: -48, Y: 13, S: 1, R: 6.1e-08
Exaggerated transform parameters in frame 157, X: -47, Y: 16, S: 1, R: -2e-07
Exaggerated transform parameters in frame 158, X: -47, Y: 18, S: 1, R: 1.6e-07
Exaggerated transform parameters in frame 159, X: -47, Y: 19, S: 1, R: -1.4e-06
Exaggerated transform parameters in frame 160, X: -47, Y: 19, S: 1, R: -1.4e-06
Exaggerated transform parameters in frame 161, X: -46, Y: 18, S: 1, R: 6.8e-07
Exaggerated transform parameters in frame 164, X: -45, Y: 11, S: 1, R: 6.7e-08
Exaggerated transform parameters in frame 166, X: -45, Y: 2, S: 1, R: 2.3e-09
Exaggerated transform parameters in frame 173, X: -47, Y: -15, S: 1, R: -6.5e-08
Exaggerated transform parameters in frame 174, X: -49, Y: -16, S: 1, R: 5e-07
Exaggerated transform parameters in frame 175, X: -48, Y: -18, S: 1, R: -6.6e-07
Exaggerated transform parameters in frame 176, X: -46, Y: -19, S: 1, R: -1.1e-06
Exaggerated transform parameters in frame 253, X: -45, Y: 5, S: 1, R: 8.9e-08
Exaggerated transform parameters in frame 254, X: -50, Y: 7, S: 1, R: 4.1e-07
Exaggerated transform parameters in frame 255, X: -52, Y: 9, S: 1, R: 1.6e-07
Exaggerated transform parameters in frame 256, X: -52, Y: 11, S: 1, R: -4.8e-07
Exaggerated transform parameters in frame 257, X: -54, Y: 14, S: 1, R: 1.9e-07
Exaggerated transform parameters in frame 258, X: -55, Y: 17, S: 1, R: -4.6e-07
Exaggerated transform parameters in frame 259, X: -54, Y: 19, S: 1, R: 3.9e-07
Exaggerated transform parameters in frame 260, X: -56, Y: 20, S: 1, R: -5.4e-08
Exaggerated transform parameters in frame 261, X: -58, Y: 20, S: 1, R: 5.1e-07
Exaggerated transform parameters in frame 262, X: -60, Y: 19, S: 1, R: 8e-07
Exaggerated transform parameters in frame 263, X: -61, Y: 18, S: 1, R: -6.3e-07
Exaggerated transform parameters in frame 264, X: -54, Y: 18, S: 0.98, R: 0.0096
Exaggerated transform parameters in frame 265, X: -59, Y: 20, S: 0.97, R: 0.011
Exaggerated transform parameters in frame 266, X: -62, Y: 18, S: 0.97, R: 0.018
Exaggerated transform parameters in frame 267, X: -68, Y: 17, S: 0.98, R: 0.016
Exaggerated transform parameters in frame 268, X: -64, Y: 21, S: 0.96, R: 0.021
Exaggerated transform parameters in frame 269, X: -60, Y: 24, S: 0.95, R: 0.029
Exaggerated transform parameters in frame 270, X: -65, Y: 27, S: 0.95, R: 0.033
Exaggerated transform parameters in frame 271, X: -63, Y: 31, S: 0.94, R: 0.04
Exaggerated transform parameters in frame 272, X: -58, Y: 36, S: 0.92, R: 0.055
Erroneous transform parameters in frame 273, X: -70, Y: 35, S: 0.92, R: 0.059
Exaggerated transform parameters in frame 274, X: -62, Y: 38, S: 0.91, R: 0.048
Exaggerated transform parameters in frame 275, X: -61, Y: 39, S: 0.88, R: 0.046
Exaggerated transform parameters in frame 276, X: -50, Y: 47, S: 0.85, R: 0.026
Erroneous transform parameters in frame 277, X: -74, Y: 30, S: 0.9, R: 0.028
Exaggerated transform parameters in frame 278, X: -48, Y: 33, S: 0.86, R: 0.026
Exaggerated transform parameters in frame 279, X: -67, Y: 29, S: 0.9, R: 0.029
Invalid estimated transform error in frame 280
Exaggerated transform parameters in frame 281, X: -54, Y: 28, S: 0.89, R: 0.027
Exaggerated transform parameters in frame 282, X: -62, Y: 34, S: 0.9, R: 0.00064
Exaggerated transform parameters in frame 283, X: -54, Y: 31, S: 0.89, R: -0.0019
Exaggerated transform parameters in frame 284, X: -60, Y: 28, S: 0.91, R: -0.0047
problem with finding enough keypoint features in frame 285
Exaggerated transform parameters in frame 286, X: -54, Y: 15, S: 0.92, R: 0.013
problem with finding enough keypoint features in frame 287
problem with finding enough keypoint features in frame 288
problem with finding enough keypoint features in frame 289
problem with finding enough keypoint features in frame 290
problem with finding enough keypoint features in frame 291
problem with finding enough keypoint features in frame 292
problem with finding enough keypoint features in frame 293
problem with finding enough keypoint features in frame 294
problem with finding enough keypoint features in frame 295
problem with finding enough keypoint features in frame 296
problem with finding enough keypoint features in frame 297
problem with finding enough keypoint features in frame 298
problem with finding enough keypoint features in frame 299
Exaggerated transform parameters in frame 307, X: -45, Y: 5.3, S: 0.94, R: 0.031
Exaggerated transform parameters in frame 308, X: -53, Y: 5, S: 0.94, R: 0.041
Exaggerated transform parameters in frame 309, X: -53, Y: 27, S: 0.94, R: 0.01
problem with finding enough keypoint features in frame 311
Exaggerated transform parameters in frame 313, X: -25, Y: 31, S: 0.9, R: 0.025
Exaggerated transform parameters in frame 314, X: -24, Y: 33, S: 0.91, R: 0.019
Measurement of stabilizing video number: 9 with name: QuickRotation/9.avi
Cropping ratio: 0.91
Distortion value: 0.91
Stability score: 0.57
X translation stability score: 0.57
Y translation stability score: 0.82
Rotation stability score: 0.96
Stabilizing video number: 10 with name: QuickRotation/10.avi
Exaggerated transform parameters in frame 51, X: 53, Y: 22, S: 0.99, R: -0.019
Exaggerated transform parameters in frame 52, X: 63, Y: 32, S: 0.97, R: -0.035
Exaggerated transform parameters in frame 53, X: 65, Y: 36, S: 0.96, R: -0.054
Exaggerated transform parameters in frame 54, X: 69, Y: 33, S: 0.96, R: -0.078
Exaggerated transform parameters in frame 55, X: 62, Y: 22, S: 0.99, R: -0.053
Exaggerated transform parameters in frame 56, X: 56, Y: 22, S: 1, R: -0.076
Exaggerated transform parameters in frame 57, X: 62, Y: 22, S: 1.1, R: -0.073
Exaggerated transform parameters in frame 58, X: 61, Y: 33, S: 1.1, R: -0.089
Exaggerated transform parameters in frame 59, X: 66, Y: 34, S: 1.1, R: -0.077
Erroneous transform parameters in frame 60, X: 1e+02, Y: 14, S: 1.1, R: 0.022
Erroneous transform parameters in frame 61, X: 87, Y: 27, S: 1.1, R: -0.049
Erroneous transform parameters in frame 62, X: 1.1e+02, Y: -20, S: 1.1, R: 0.065
Erroneous transform parameters in frame 63, X: 96, Y: 29, S: 1.1, R: -0.039
Erroneous transform parameters in frame 64, X: 1e+02, Y: 29, S: 1, R: -0.0092
Erroneous transform parameters in frame 65, X: 92, Y: 29, S: 1.1, R: -0.046
Erroneous transform parameters in frame 66, X: 1e+02, Y: 36, S: 1, R: -0.069
problem with finding enough keypoint features in frame 67
Erroneous transform parameters in frame 68, X: 97, Y: 29, S: 1, R: -0.038
Erroneous transform parameters in frame 69, X: 93, Y: 31, S: 1, R: -0.041
Erroneous transform parameters in frame 70, X: 94, Y: 34, S: 1, R: -0.028
Erroneous transform parameters in frame 71, X: 81, Y: 35, S: 1, R: -0.036
Erroneous transform parameters in frame 72, X: 75, Y: 33, S: 1, R: -0.02
Exaggerated transform parameters in frame 73, X: 61, Y: 29, S: 1, R: -0.025
Erroneous transform parameters in frame 74, X: 79, Y: 38, S: 1, R: -0.023
Exaggerated transform parameters in frame 75, X: 59, Y: 34, S: 1, R: -0.029
Exaggerated transform parameters in frame 76, X: 67, Y: 36, S: 1, R: -0.029
Exaggerated transform parameters in frame 77, X: 52, Y: 38, S: 1.1, R: -0.045
Exaggerated transform parameters in frame 78, X: 58, Y: 34, S: 1.1, R: -0.054
Exaggerated transform parameters in frame 79, X: 62, Y: 30, S: 1.1, R: -0.052
Exaggerated transform parameters in frame 80, X: 61, Y: 26, S: 1, R: -0.05
Exaggerated transform parameters in frame 81, X: 60, Y: 19, S: 1, R: -0.048
Exaggerated transform parameters in frame 82, X: 60, Y: 8, S: 1.1, R: -0.037
Exaggerated transform parameters in frame 83, X: 64, Y: -0.049, S: 1, R: -0.023
Exaggerated transform parameters in frame 84, X: 63, Y: -6.5, S: 1, R: -0.0094
Exaggerated transform parameters in frame 85, X: 59, Y: -11, S: 1, R: 0.0024
Exaggerated transform parameters in frame 86, X: 55, Y: -13, S: 1, R: 0.0081
Exaggerated transform parameters in frame 87, X: 51, Y: -12, S: 1, R: 0.0093
Exaggerated transform parameters in frame 88, X: 48, Y: -13, S: 1, R: 0.013
Exaggerated transform parameters in frame 89, X: 47, Y: -13, S: 1, R: 0.02
Exaggerated transform parameters in frame 90, X: 46, Y: -16, S: 1, R: 0.03
Exaggerated transform parameters in frame 91, X: 48, Y: -13, S: 1, R: 0.032
Exaggerated transform parameters in frame 92, X: 47, Y: -7.8, S: 1, R: 0.032
Exaggerated transform parameters in frame 93, X: 46, Y: -1.8, S: 1, R: 0.028
Exaggerated transform parameters in frame 94, X: 47, Y: 3.6, S: 1, R: 0.025
Exaggerated transform parameters in frame 95, X: 47, Y: 4.3, S: 1, R: 0.032
Exaggerated transform parameters in frame 96, X: 45, Y: 5.1, S: 1, R: 0.037
Exaggerated transform parameters in frame 131, X: -20, Y: 31, S: 1, R: 7.6e-09
Exaggerated transform parameters in frame 132, X: -21, Y: 34, S: 1, R: 9.5e-08
Exaggerated transform parameters in frame 133, X: -21, Y: 32, S: 1, R: -4.9e-08
Exaggerated transform parameters in frame 145, X: -39, Y: 14, S: 0.98, R: 0.064
Exaggerated transform parameters in frame 146, X: -41, Y: 14, S: 0.97, R: 0.064
Exaggerated transform parameters in frame 147, X: -49, Y: 14, S: 0.96, R: 0.058
Exaggerated transform parameters in frame 148, X: -48, Y: 14, S: 0.95, R: 0.063
Exaggerated transform parameters in frame 149, X: -47, Y: 14, S: 0.93, R: 0.066
Exaggerated transform parameters in frame 150, X: -54, Y: 13, S: 0.92, R: 0.061
Exaggerated transform parameters in frame 151, X: -60, Y: 14, S: 0.9, R: 0.056
Exaggerated transform parameters in frame 152, X: -60, Y: 9.8, S: 0.89, R: 0.069
Exaggerated transform parameters in frame 153, X: -56, Y: 4.8, S: 0.87, R: 0.083
Erroneous transform parameters in frame 154, X: -1.1e+02, Y: 11, S: 0.97, R: 0.021
Exaggerated transform parameters in frame 155, X: -51, Y: 4.7, S: 0.85, R: 0.077
Erroneous transform parameters in frame 156, X: -96, Y: -3.9, S: 0.95, R: 0.053
Erroneous transform parameters in frame 157, X: -79, Y: 0.73, S: 0.93, R: 0.081
Erroneous transform parameters in frame 158, X: -95, Y: 13, S: 0.94, R: 0.024
Erroneous transform parameters in frame 159, X: -93, Y: 8.3, S: 0.95, R: 0.035
Erroneous transform parameters in frame 160, X: -93, Y: 5.9, S: 0.96, R: 0.041
Erroneous transform parameters in frame 161, X: -84, Y: 6.9, S: 0.93, R: 0.045
Erroneous transform parameters in frame 162, X: -99, Y: 3, S: 0.97, R: 0.025
Erroneous transform parameters in frame 163, X: -95, Y: 2.5, S: 0.97, R: 0.022
Erroneous transform parameters in frame 164, X: -1e+02, Y: 3.3, S: 0.97, R: 0.0064
Erroneous transform parameters in frame 165, X: -90, Y: 4.4, S: 0.95, R: 0.018
Erroneous transform parameters in frame 166, X: -84, Y: 9.6, S: 0.94, R: 0.015
Erroneous transform parameters in frame 167, X: -87, Y: -0.56, S: 0.98, R: 0.02
